,Address,Price,Size,Max_occupancy
466,841 Broadway - 2nd Floor - Suite 200,To ask,"13,809",92
467,841 Broadway - 3rd Floor,To ask,"13,716",91
468,245 5th Avenue - 6th Floor - Suite 601,To ask,"13,627",90
469,245 5th Avenue - 5th Floor,To ask,"13,627",90
470,245 5th Avenue - 3rd Floor - Suite 300,To ask,"13,627",90
471,245 5th Avenue - 2nd Floor,To ask,"14,209",94
472,622 Broadway - 5th Floor,To ask,"17,378",114
473,622 Broadway - 6th Floor,To ask,"17,112",115
474,622 Broadway - 3rd Floor,To ask,"17,384",115
475,622 Broadway - 4th Floor,To ask,"17,479",116
476,287 Park Avenue South - 9th Floor,To ask,"13,056",87
477,287 Park Avenue South - 8th Floor,To ask,"13,056",87
478,33 East 33rd Street - 12th Floor,To ask,"13,000",86
479,215 Lexington Avenue - 11th Floor,To ask,"13,384",89
480,16 West 22nd Street - 8th Floor,45500,"13,000",86
481,33 East 33rd Street - 6th Floor,48851,"13,027",86
482,6 East 32nd Street - 5th Floor,To ask,"16,000",92
483,155 Avenue of the Americas - 14th Floor,To ask,"13,845",106
484,10 West 14th Street - 6th Floor,To ask,"13,191",106
485,155 Avenue of the Americas - 5th Floor,To ask,"15,466",87
486,6 East 32nd Street - 4th Floor,To ask,"16,000",103
487,71 5th Avenue - 11th Floor,To ask,"15,238",101
488,71 5th Avenue - 10th Floor,To ask,"15,177",101
489,275 7th Avenue - 17th Floor,To ask,"15,183",101
490,841 Broadway - 2nd Floor - Suite 200,To ask,"13,809",92
491,841 Broadway - 3rd Floor,To ask,"13,716",91
492,245 5th Avenue - 6th Floor - Suite 601,To ask,"13,627",90
493,245 5th Avenue - 5th Floor,To ask,"13,627",90
494,245 5th Avenue - 3rd Floor - Suite 300,To ask,"13,627",90
495,245 5th Avenue - 2nd Floor,To ask,"14,209",94
496,622 Broadway - 5th Floor,To ask,"17,378",114
497,622 Broadway - 6th Floor,To ask,"17,112",115
498,622 Broadway - 3rd Floor,To ask,"17,384",115
499,622 Broadway - 4th Floor,To ask,"17,479",116
500,287 Park Avenue South - 9th Floor,To ask,"13,056",87
501,287 Park Avenue South - 8th Floor,To ask,"13,056",87
502,33 East 33rd Street - 12th Floor,To ask,"13,000",86
503,215 Lexington Avenue - 11th Floor,To ask,"13,384",89
504,16 West 22nd Street - 8th Floor,45500,"13,000",86
505,33 East 33rd Street - 6th Floor,48851,"13,027",86
506,6 East 32nd Street - 5th Floor,To ask,"16,000",92
507,155 Avenue of the Americas - 14th Floor,To ask,"13,845",106
508,10 West 14th Street - 6th Floor,To ask,"13,191",106
509,155 Avenue of the Americas - 5th Floor,To ask,"15,466",87
510,6 East 32nd Street - 4th Floor,To ask,"16,000",103
511,71 5th Avenue - 11th Floor,To ask,"15,238",101
512,71 5th Avenue - 10th Floor,To ask,"15,177",101
513,275 7th Avenue - 17th Floor,To ask,"15,183",101
514,841 Broadway - 2nd Floor - Suite 200,To ask,"13,809",92
515,841 Broadway - 3rd Floor,To ask,"13,716",91
516,245 5th Avenue - 6th Floor - Suite 601,To ask,"13,627",90
517,245 5th Avenue - 5th Floor,To ask,"13,627",90
518,245 5th Avenue - 3rd Floor - Suite 300,To ask,"13,627",90
519,245 5th Avenue - 2nd Floor,To ask,"14,209",94
520,622 Broadway - 5th Floor,To ask,"17,378",114
521,622 Broadway - 6th Floor,To ask,"17,112",115
522,622 Broadway - 3rd Floor,To ask,"17,384",115
523,622 Broadway - 4th Floor,To ask,"17,479",116
524,287 Park Avenue South - 9th Floor,To ask,"13,056",87
525,287 Park Avenue South - 8th Floor,To ask,"13,056",87
526,33 East 33rd Street - 12th Floor,To ask,"13,000",86
527,215 Lexington Avenue - 11th Floor,To ask,"13,384",89
528,16 West 22nd Street - 8th Floor,45500,"13,000",86
529,33 East 33rd Street - 6th Floor,48851,"13,027",86
530,6 East 32nd Street - 5th Floor,To ask,"16,000",92
531,155 Avenue of the Americas - 14th Floor,To ask,"13,845",106
532,10 West 14th Street - 6th Floor,To ask,"13,191",106
533,155 Avenue of the Americas - 5th Floor,To ask,"15,466",87
534,6 East 32nd Street - 4th Floor,To ask,"16,000",103
535,71 5th Avenue - 11th Floor,To ask,"15,238",101
536,71 5th Avenue - 10th Floor,To ask,"15,177",101
537,275 7th Avenue - 17th Floor,To ask,"15,183",101
538,841 Broadway - 2nd Floor - Suite 200,To ask,"13,809",92
539,841 Broadway - 3rd Floor,To ask,"13,716",91
540,245 5th Avenue - 6th Floor - Suite 601,To ask,"13,627",90
541,245 5th Avenue - 5th Floor,To ask,"13,627",90
542,245 5th Avenue - 3rd Floor - Suite 300,To ask,"13,627",90
543,245 5th Avenue - 2nd Floor,To ask,"14,209",94
544,622 Broadway - 5th Floor,To ask,"17,378",114
545,622 Broadway - 6th Floor,To ask,"17,112",115
546,622 Broadway - 3rd Floor,To ask,"17,384",115
547,622 Broadway - 4th Floor,To ask,"17,479",116
548,287 Park Avenue South - 9th Floor,To ask,"13,056",87
549,287 Park Avenue South - 8th Floor,To ask,"13,056",87
550,33 East 33rd Street - 12th Floor,To ask,"13,000",86
551,215 Lexington Avenue - 11th Floor,To ask,"13,384",89
552,16 West 22nd Street - 8th Floor,45500,"13,000",86
553,33 East 33rd Street - 6th Floor,48851,"13,027",86
554,6 East 32nd Street - 5th Floor,To ask,"16,000",92
555,155 Avenue of the Americas - 14th Floor,To ask,"13,845",106
556,10 West 14th Street - 6th Floor,To ask,"13,191",106
557,155 Avenue of the Americas - 5th Floor,To ask,"15,466",87
558,6 East 32nd Street - 4th Floor,To ask,"16,000",103
559,71 5th Avenue - 11th Floor,To ask,"15,238",101
560,71 5th Avenue - 10th Floor,To ask,"15,177",101
561,275 7th Avenue - 17th Floor,To ask,"15,183",101
562,841 Broadway - 2nd Floor - Suite 200,To ask,"13,809",92
563,841 Broadway - 3rd Floor,To ask,"13,716",91
564,245 5th Avenue - 6th Floor - Suite 601,To ask,"13,627",90
565,245 5th Avenue - 5th Floor,To ask,"13,627",90
566,245 5th Avenue - 3rd Floor - Suite 300,To ask,"13,627",90
567,245 5th Avenue - 2nd Floor,To ask,"14,209",94
568,622 Broadway - 5th Floor,To ask,"17,378",114
569,622 Broadway - 6th Floor,To ask,"17,112",115
570,622 Broadway - 3rd Floor,To ask,"17,384",115
571,622 Broadway - 4th Floor,To ask,"17,479",116
572,287 Park Avenue South - 9th Floor,To ask,"13,056",87
573,287 Park Avenue South - 8th Floor,To ask,"13,056",87
574,33 East 33rd Street - 12th Floor,To ask,"13,000",86
575,215 Lexington Avenue - 11th Floor,To ask,"13,384",89
576,215 Lexington Avenue - 11th Floor,To ask,"13,364",89
577,295 5th Avenue - 19th Floor,To ask,"17,925",111
578,295 5th Avenue - 18th Floor,To ask,"16,762",119
579,53 West 23rd Street - 3rd Floor - Suite 300,To ask,"16,909",112
580,155 Avenue of the Americas - 10th Floor,To ask,"15,474",103
581,215 Park Avenue South - 7th Floor,To ask,"17,255",115
582,160-172 Varick Street - 5th Floor,To ask,"17,191",114
583,1250 Broadway - 30th Floor,To ask,"15,356",102
584,601 West 26th Street - 17th Floor - Suite 1765,To ask,"17,395",115
585,601 West 26th Street - 14th Floor - Suite 1425,To ask,"13,047",86
586,510 West 22nd Street - 8th Floor - Suite 800,To ask,"17,400",116
587,151 West 26th Street - 6th Floor - Suite 600,To ask,"17,610",117
588,151 West 26th Street - 2nd Floor - Suite 200,To ask,"17,610",117
589,156 5th Avenue - Penthouse,To ask,"15,000",100
590,1 East 33rd Street - 7th Floor - Suite 700,To ask,"13,027",86
591,1 East 33rd Street - 5th Floor - Suite 500,To ask,"13,027",86
592,1255 Broadway - 11th Floor - Suite 1102,To ask,"13,600",90
593,245 5th Avenue - 2nd Floor - Suite 200,To ask,"13,627",90
594,315 Park Avenue South - 9th Floor - Suite 900,To ask,"17,050",113
595,315 Park Avenue South - 8th Floor - Suite 800,To ask,"17,050",113
596,200 Park Avenue South - 3rd Floor,To ask,"17,853",119
597,160-172 Varick Street - 11th Floor - Suite 1102,To ask,"17,988",119
598,155 Avenue of the Americas - 9th Floor,To ask,"15,474",103
599,139 5th Avenue - Agile Suites Space,To ask,"11,000",00
600,215 Lexington Avenue - 11th Floor,To ask,"13,364",89
601,295 5th Avenue - 19th Floor,To ask,"17,925",111
602,295 5th Avenue - 18th Floor,To ask,"16,762",119
603,53 West 23rd Street - 3rd Floor - Suite 300,To ask,"16,909",112
604,155 Avenue of the Americas - 10th Floor,To ask,"15,474",103
605,215 Park Avenue South - 7th Floor,To ask,"17,255",115
606,160-172 Varick Street - 5th Floor,To ask,"17,191",114
607,1250 Broadway - 30th Floor,To ask,"15,356",102
608,601 West 26th Street - 17th Floor - Suite 1765,To ask,"17,395",115
609,601 West 26th Street - 14th Floor - Suite 1425,To ask,"13,047",86
610,510 West 22nd Street - 8th Floor - Suite 800,To ask,"17,400",116
611,151 West 26th Street - 6th Floor - Suite 600,To ask,"17,610",117
612,151 West 26th Street - 2nd Floor - Suite 200,To ask,"17,610",117
613,156 5th Avenue - Penthouse,To ask,"15,000",100
614,1 East 33rd Street - 7th Floor - Suite 700,To ask,"13,027",86
615,1 East 33rd Street - 5th Floor - Suite 500,To ask,"13,027",86
616,1255 Broadway - 11th Floor - Suite 1102,To ask,"13,600",90
617,245 5th Avenue - 2nd Floor - Suite 200,To ask,"13,627",90
618,315 Park Avenue South - 9th Floor - Suite 900,To ask,"17,050",113
619,315 Park Avenue South - 8th Floor - Suite 800,To ask,"17,050",113
620,200 Park Avenue South - 3rd Floor,To ask,"17,853",119
621,160-172 Varick Street - 11th Floor - Suite 1102,To ask,"17,988",119
622,155 Avenue of the Americas - 9th Floor,To ask,"15,474",103
623,139 5th Avenue - Agile Suites Space,To ask,"11,000",00
624,215 Lexington Avenue - 11th Floor,To ask,"13,364",89
625,295 5th Avenue - 19th Floor,To ask,"17,925",111
626,295 5th Avenue - 18th Floor,To ask,"16,762",119
627,53 West 23rd Street - 3rd Floor - Suite 300,To ask,"16,909",112
628,155 Avenue of the Americas - 10th Floor,To ask,"15,474",103
629,215 Park Avenue South - 7th Floor,To ask,"17,255",115
630,160-172 Varick Street - 5th Floor,To ask,"17,191",114
631,1250 Broadway - 30th Floor,To ask,"15,356",102
632,601 West 26th Street - 17th Floor - Suite 1765,To ask,"17,395",115
633,601 West 26th Street - 14th Floor - Suite 1425,To ask,"13,047",86
634,510 West 22nd Street - 8th Floor - Suite 800,To ask,"17,400",116
635,151 West 26th Street - 6th Floor - Suite 600,To ask,"17,610",117
636,151 West 26th Street - 2nd Floor - Suite 200,To ask,"17,610",117
637,156 5th Avenue - Penthouse,To ask,"15,000",100
638,1 East 33rd Street - 7th Floor - Suite 700,To ask,"13,027",86
639,1 East 33rd Street - 5th Floor - Suite 500,To ask,"13,027",86
640,1255 Broadway - 11th Floor - Suite 1102,To ask,"13,600",90
641,245 5th Avenue - 2nd Floor - Suite 200,To ask,"13,627",90
642,315 Park Avenue South - 9th Floor - Suite 900,To ask,"17,050",113
643,315 Park Avenue South - 8th Floor - Suite 800,To ask,"17,050",113
644,200 Park Avenue South - 3rd Floor,To ask,"17,853",119
645,160-172 Varick Street - 11th Floor - Suite 1102,To ask,"17,988",119
646,155 Avenue of the Americas - 9th Floor,To ask,"15,474",103
647,139 5th Avenue - Agile Suites Space,To ask,"11,000",00
648,215 Lexington Avenue - 11th Floor,To ask,"13,364",89
649,295 5th Avenue - 19th Floor,To ask,"17,925",111
650,295 5th Avenue - 18th Floor,To ask,"16,762",119
651,53 West 23rd Street - 3rd Floor - Suite 300,To ask,"16,909",112
652,155 Avenue of the Americas - 10th Floor,To ask,"15,474",103
653,215 Park Avenue South - 7th Floor,To ask,"17,255",115
654,160-172 Varick Street - 5th Floor,To ask,"17,191",114
655,1250 Broadway - 30th Floor,To ask,"15,356",102
656,601 West 26th Street - 17th Floor - Suite 1765,To ask,"17,395",115
657,601 West 26th Street - 14th Floor - Suite 1425,To ask,"13,047",86
658,510 West 22nd Street - 8th Floor - Suite 800,To ask,"17,400",116
659,151 West 26th Street - 6th Floor - Suite 600,To ask,"17,610",117
660,151 West 26th Street - 2nd Floor - Suite 200,To ask,"17,610",117
661,156 5th Avenue - Penthouse,To ask,"15,000",100
662,1 East 33rd Street - 7th Floor - Suite 700,To ask,"13,027",86
663,1 East 33rd Street - 5th Floor - Suite 500,To ask,"13,027",86
664,1255 Broadway - 11th Floor - Suite 1102,To ask,"13,600",90
665,245 5th Avenue - 2nd Floor - Suite 200,To ask,"13,627",90
666,315 Park Avenue South - 9th Floor - Suite 900,To ask,"17,050",113
667,315 Park Avenue South - 8th Floor - Suite 800,To ask,"17,050",113
668,200 Park Avenue South - 3rd Floor,To ask,"17,853",119
669,160-172 Varick Street - 11th Floor - Suite 1102,To ask,"17,988",119
670,155 Avenue of the Americas - 9th Floor,To ask,"15,474",103
671,139 5th Avenue - Agile Suites Space,To ask,"11,000",00
672,215 Lexington Avenue - 11th Floor,To ask,"13,364",89
673,295 5th Avenue - 19th Floor,To ask,"17,925",111
674,295 5th Avenue - 18th Floor,To ask,"16,762",119
675,53 West 23rd Street - 3rd Floor - Suite 300,To ask,"16,909",112
676,155 Avenue of the Americas - 10th Floor,To ask,"15,474",103
677,215 Park Avenue South - 7th Floor,To ask,"17,255",115
678,160-172 Varick Street - 5th Floor,To ask,"17,191",114
679,1250 Broadway - 30th Floor,To ask,"15,356",102
680,601 West 26th Street - 17th Floor - Suite 1765,To ask,"17,395",115
681,601 West 26th Street - 14th Floor - Suite 1425,To ask,"13,047",86
682,510 West 22nd Street - 8th Floor - Suite 800,To ask,"17,400",116
683,151 West 26th Street - 6th Floor - Suite 600,To ask,"17,610",117
684,151 West 26th Street - 2nd Floor - Suite 200,To ask,"17,610",117
685,156 5th Avenue - Penthouse,To ask,"15,000",100
686,1 East 33rd Street - 7th Floor - Suite 700,To ask,"13,027",86
687,1 East 33rd Street - 5th Floor - Suite 500,To ask,"13,027",86
688,1255 Broadway - 11th Floor - Suite 1102,To ask,"13,600",90
689,245 5th Avenue - 2nd Floor - Suite 200,To ask,"13,627",90
690,315 Park Avenue South - 9th Floor - Suite 900,To ask,"17,050",113
691,315 Park Avenue South - 8th Floor - Suite 800,To ask,"17,050",113
692,200 Park Avenue South - 3rd Floor,To ask,"17,853",119
693,160-172 Varick Street - 11th Floor - Suite 1102,To ask,"17,988",119
694,155 Avenue of the Americas - 9th Floor,To ask,"15,474",103
695,139 5th Avenue - Agile Suites Space,To ask,"11,000",00
696,215 Lexington Avenue - 11th Floor,To ask,"13,364",89
697,295 5th Avenue - 19th Floor,To ask,"17,925",111
698,295 5th Avenue - 18th Floor,To ask,"16,762",119
699,53 West 23rd Street - 3rd Floor - Suite 300,To ask,"16,909",112
700,155 Avenue of the Americas - 10th Floor,To ask,"15,474",103
701,215 Park Avenue South - 7th Floor,To ask,"17,255",115
702,160-172 Varick Street - 5th Floor,To ask,"17,191",114
703,1250 Broadway - 30th Floor,To ask,"15,356",102
704,601 West 26th Street - 17th Floor - Suite 1765,To ask,"17,395",115
705,601 West 26th Street - 14th Floor - Suite 1425,To ask,"13,047",86
706,510 West 22nd Street - 8th Floor - Suite 800,To ask,"17,400",116
707,151 West 26th Street - 6th Floor - Suite 600,To ask,"17,610",117
708,151 West 26th Street - 2nd Floor - Suite 200,To ask,"17,610",117
709,156 5th Avenue - Penthouse,To ask,"15,000",100
710,1 East 33rd Street - 7th Floor - Suite 700,To ask,"13,027",86
711,1 East 33rd Street - 5th Floor - Suite 500,To ask,"13,027",86
712,1255 Broadway - 11th Floor - Suite 1102,To ask,"13,600",90
713,245 5th Avenue - 2nd Floor - Suite 200,To ask,"13,627",90
714,315 Park Avenue South - 9th Floor - Suite 900,To ask,"17,050",113
715,315 Park Avenue South - 8th Floor - Suite 800,To ask,"17,050",113
716,200 Park Avenue South - 3rd Floor,To ask,"17,853",119
717,160-172 Varick Street - 11th Floor - Suite 1102,To ask,"17,988",119
718,155 Avenue of the Americas - 9th Floor,To ask,"15,474",103
719,139 5th Avenue - Agile Suites Space,To ask,"11,000",00
720,215 Lexington Avenue - 11th Floor,To ask,"13,364",89
721,295 5th Avenue - 19th Floor,To ask,"17,925",111
722,295 5th Avenue - 18th Floor,To ask,"16,762",119
723,53 West 23rd Street - 3rd Floor - Suite 300,To ask,"16,909",112
724,155 Avenue of the Americas - 10th Floor,To ask,"15,474",103
725,215 Park Avenue South - 7th Floor,To ask,"17,255",115
726,160-172 Varick Street - 5th Floor,To ask,"17,191",114
727,1250 Broadway - 30th Floor,To ask,"15,356",102
728,601 West 26th Street - 17th Floor - Suite 1765,To ask,"17,395",115
729,601 West 26th Street - 14th Floor - Suite 1425,To ask,"13,047",86
730,510 West 22nd Street - 8th Floor - Suite 800,To ask,"17,400",116
731,151 West 26th Street - 6th Floor - Suite 600,To ask,"17,610",117
732,151 West 26th Street - 2nd Floor - Suite 200,To ask,"17,610",117
733,156 5th Avenue - Penthouse,To ask,"15,000",100
734,1 East 33rd Street - 7th Floor - Suite 700,To ask,"13,027",86
735,1 East 33rd Street - 5th Floor - Suite 500,To ask,"13,027",86
736,1255 Broadway - 11th Floor - Suite 1102,To ask,"13,600",90
737,245 5th Avenue - 2nd Floor - Suite 200,To ask,"13,627",90
738,315 Park Avenue South - 9th Floor - Suite 900,To ask,"17,050",113
739,315 Park Avenue South - 8th Floor - Suite 800,To ask,"17,050",113
740,200 Park Avenue South - 3rd Floor,To ask,"17,853",119
741,160-172 Varick Street - 11th Floor - Suite 1102,To ask,"17,988",119
742,155 Avenue of the Americas - 9th Floor,To ask,"15,474",103
743,139 5th Avenue - Agile Suites Space,To ask,"11,000",00
744,215 Lexington Avenue - 11th Floor,To ask,"13,364",89
745,295 5th Avenue - 19th Floor,To ask,"17,925",111
746,295 5th Avenue - 18th Floor,To ask,"16,762",119
747,53 West 23rd Street - 3rd Floor - Suite 300,To ask,"16,909",112
748,155 Avenue of the Americas - 10th Floor,To ask,"15,474",103
749,215 Park Avenue South - 7th Floor,To ask,"17,255",115
750,160-172 Varick Street - 5th Floor,To ask,"17,191",114
751,1250 Broadway - 30th Floor,To ask,"15,356",102
752,601 West 26th Street - 17th Floor - Suite 1765,To ask,"17,395",115
753,601 West 26th Street - 14th Floor - Suite 1425,To ask,"13,047",86
754,510 West 22nd Street - 8th Floor - Suite 800,To ask,"17,400",116
755,151 West 26th Street - 6th Floor - Suite 600,To ask,"17,610",117
756,151 West 26th Street - 2nd Floor - Suite 200,To ask,"17,610",117
757,156 5th Avenue - Penthouse,To ask,"15,000",100
758,1 East 33rd Street - 7th Floor - Suite 700,To ask,"13,027",86
759,1 East 33rd Street - 5th Floor - Suite 500,To ask,"13,027",86
760,1255 Broadway - 11th Floor - Suite 1102,To ask,"13,600",90
761,245 5th Avenue - 2nd Floor - Suite 200,To ask,"13,627",90
762,315 Park Avenue South - 9th Floor - Suite 900,To ask,"17,050",113
763,315 Park Avenue South - 8th Floor - Suite 800,To ask,"17,050",113
764,200 Park Avenue South - 3rd Floor,To ask,"17,853",119
765,160-172 Varick Street - 11th Floor - Suite 1102,To ask,"17,988",119
766,155 Avenue of the Americas - 9th Floor,To ask,"15,474",103
767,139 5th Avenue - Agile Suites Space,To ask,"11,000",00
768,215 Lexington Avenue - 11th Floor,To ask,"13,364",89
769,295 5th Avenue - 19th Floor,To ask,"17,925",111
770,295 5th Avenue - 18th Floor,To ask,"16,762",119
771,53 West 23rd Street - 3rd Floor - Suite 300,To ask,"16,909",112
772,155 Avenue of the Americas - 10th Floor,To ask,"15,474",103
773,215 Park Avenue South - 7th Floor,To ask,"17,255",115
774,160-172 Varick Street - 5th Floor,To ask,"17,191",114
775,1250 Broadway - 30th Floor,To ask,"15,356",102
776,601 West 26th Street - 17th Floor - Suite 1765,To ask,"17,395",115
777,601 West 26th Street - 14th Floor - Suite 1425,To ask,"13,047",86
778,510 West 22nd Street - 8th Floor - Suite 800,To ask,"17,400",116
779,151 West 26th Street - 6th Floor - Suite 600,To ask,"17,610",117
780,151 West 26th Street - 2nd Floor - Suite 200,To ask,"17,610",117
781,156 5th Avenue - Penthouse,To ask,"15,000",100
782,1 East 33rd Street - 7th Floor - Suite 700,To ask,"13,027",86
783,1 East 33rd Street - 5th Floor - Suite 500,To ask,"13,027",86
784,1255 Broadway - 11th Floor - Suite 1102,To ask,"13,600",90
785,245 5th Avenue - 2nd Floor - Suite 200,To ask,"13,627",90
786,315 Park Avenue South - 9th Floor - Suite 900,To ask,"17,050",113
787,315 Park Avenue South - 8th Floor - Suite 800,To ask,"17,050",113
788,200 Park Avenue South - 3rd Floor,To ask,"17,853",119
789,160-172 Varick Street - 11th Floor - Suite 1102,To ask,"17,988",119
790,155 Avenue of the Americas - 9th Floor,To ask,"15,474",103
791,139 5th Avenue - Agile Suites Space,To ask,"11,000",00
792,215 Lexington Avenue - 11th Floor,To ask,"13,364",89
793,295 5th Avenue - 19th Floor,To ask,"17,925",111
794,295 5th Avenue - 18th Floor,To ask,"16,762",119
